,true_lengths,gen_lengths
11992,7.3544,7.3576
11993,7.3544,7.3576
11994,3.9994,3.8898
11995,2.9289,2.9189
11996,10.9164,11.3319
11997,2.9856,2.9863
11998,2.9856,2.9863
11999,25.4884,25.54
12000,5.4915,5.516
12001,5.4915,5.516
12002,7.6298,7.6967
12003,4.7897,4.7497
12004,4.7897,4.7497
12005,8.8106,9.3694
12006,3.4222,3.4953
12007,3.4222,3.4953
12008,9.7685,9.9733
12009,4.5138,4.5814
12010,4.5138,4.5814
12011,24.1083,23.6973
12012,3.3348,3.4464
12013,5.113,5.0183
12014,8.7616,8.5283
12015,4.9593,5.046
12016,6.4601,6.5021
12017,11.5845,11.2383
12018,5.4053,5.6128
12019,10.8894,10.4488
12020,3.3603,3.1972
12021,2.9765,2.8957
12022,2.9765,2.8957
12023,6.6297,7.0709
12024,3.443,3.5053
12025,3.443,3.5053
12026,9.956,9.8515
12027,7.5531,7.5714
12028,7.5531,7.5714
12029,7.5531,7.5714
12030,11.4444,11.5805
12031,3.3216,3.2108
12032,5.4427,5.7749
12033,2.6911,2.7931
12034,2.6911,2.7931
12035,5.4831,5.1321
12036,5.6063,5.5964
12037,7.3374,7.4116
12038,2.9368,2.916
12039,3.4753,3.5148
12040,3.4753,3.5148
12041,7.5526,7.543
12042,6.334,6.3901
12043,6.334,6.3901
12044,6.334,6.3901
12045,7.6865,7.7435
12046,7.6865,7.7435
12047,7.6865,7.7435
12048,9.3728,9.3129
12049,2.7301,2.7161
12050,5.111,5.1497
12051,3.8838,3.7889
12052,3.8838,3.7889
12053,17.304,18.3647
12054,6.3999,6.4608
12055,6.3999,6.4608
12056,6.3999,6.4608
12057,6.4376,6.4431
12058,6.4376,6.4431
12059,6.4376,6.4431
12060,6.8262,6.9055
12061,6.8262,6.9055
12062,6.8262,6.9055
12063,7.6095,7.6113
12064,7.6095,7.6113
12065,7.6095,7.6113
12066,2.816,2.8371
12067,4.2724,4.2159
12068,8.5806,8.2389
12069,4.3101,4.295
12070,4.3101,4.295
12071,4.3699,4.4017
12072,12.1649,13.0761
12073,12.1649,13.0761
12074,12.1649,13.0761
12075,6.1379,6.2056
12076,6.1379,6.2056
12077,6.1379,6.2056
12078,7.8876,8.0072
12079,3.2586,3.3544
12080,10.9779,11.0286
12081,3.2125,3.2447
12082,4.5376,4.517
12083,4.8939,4.9461
12084,6.9639,7.0596
12085,6.9639,7.0596
12086,6.9639,7.0596
12087,6.9937,7.0158
12088,6.9937,7.0158
12089,6.9937,7.0158
12090,6.3845,6.4229
12091,6.3845,6.4229
12092,10.8653,10.9232
12093,3.1272,3.1976
12094,4.4845,4.3562
12095,4.7728,4.7619
12096,4.9398,4.1099
12097,4.9398,4.1099
12098,13.683,16.2022
12099,3.6393,3.5362
12100,3.6393,3.5362
12101,6.2877,6.6816
12102,3.7194,3.7008
12103,3.7194,3.7008
12104,14.8382,15.431
12105,8.1127,8.1331
12106,8.1127,8.1331
12107,8.1127,8.1331
12108,4.2381,4.2622
12109,4.2381,4.2622
12110,8.8272,8.7547
12111,3.2624,3.1366
12112,3.6283,3.8429
12113,6.2381,6.1088
12114,6.9348,6.8585
12115,6.9348,6.8585
12116,6.9348,6.8585
12117,3.6804,3.6645
12118,4.865,4.8322
12119,7.3311,7.3564
12120,4.2096,4.2679
12121,4.2096,4.2679
12122,9.5084,9.4991
12123,4.8895,5.048
12124,5.1163,5.2837
12125,8.404,7.8177
12126,8.6575,8.6611
12127,8.6575,8.6611
12128,8.6575,8.6611
12129,5.9478,5.981
12130,5.9478,5.981
12131,14.4053,14.5633
12132,7.4742,7.5859
12133,7.4742,7.5859
12134,7.4742,7.5859
12135,8.2576,8.3614
12136,8.2576,8.3614
12137,8.2576,8.3614
12138,3.2681,3.3051
12139,4.1635,4.1172
12140,8.8093,8.8778
12141,8.1117,8.1985
12142,8.1117,8.1985
12143,8.1117,8.1985
12144,4.2271,4.1454
12145,4.8823,4.9747
12146,4.863,4.8906
12147,6.8569,7.0041
12148,6.8569,7.0041
12149,6.8569,7.0041
12150,7.0559,7.0898
12151,7.0559,7.0898
12152,7.0559,7.0898
12153,6.0673,6.0543
12154,6.0673,6.0543
12155,6.0673,6.0543
12156,4.5945,4.4927
12157,5.2004,5.3149
12158,7.5515,7.7027
12159,4.3499,4.0652
12160,4.3499,4.0652
12161,8.8972,10.1027
12162,3.8375,3.7006
12163,5.2179,5.2531
12164,10.2165,10.4306
12165,3.3244,3.2723
12166,3.3546,3.4302
12167,7.8676,7.7783
12168,7.2753,6.9878
12169,7.2753,6.9878
12170,24.0813,25.6387
12171,6.9954,6.9936
12172,6.9954,6.9936
12173,6.9954,6.9936
12174,4.061,4.1397
12175,4.061,4.1397
12176,24.2176,23.8837
12177,3.0825,2.9509
12178,4.8009,4.7977
12179,5.1738,5.3442
12180,2.9696,2.9059
12181,5.1862,5.266
12182,10.084,10.3416
12183,6.3425,6.3825
12184,6.3425,6.3825
12185,6.3425,6.3825
12186,6.4526,6.4615
12187,6.4526,6.4615
12188,6.4526,6.4615
12189,3.1114,3.1456
12190,4.1618,4.2072
12191,5.2889,5.2833
12192,3.1304,3.1915
12193,4.2373,4.1933
12194,8.3688,8.403
12195,3.8307,3.9504
12196,5.6419,5.6059
12197,7.4652,7.4477
12198,2.8513,2.8123
12199,4.2995,4.2771
12200,4.4452,4.468
12201,3.9706,3.8912
12202,4.7566,4.8398
12203,14.2663,14.4836
12204,3.6958,3.679
12205,3.6958,3.679
12206,7.9417,8.0361
12207,6.1965,6.2681
12208,6.1965,6.2681
12209,6.1965,6.2681
12210,3.5113,3.5604
12211,4.7246,4.6805
12212,5.7475,5.7964
12213,4.7404,4.5612
12214,5.0205,5.1148
12215,9.4935,9.3155
12216,3.2509,3.2754
12217,3.2509,3.2754
12218,8.8297,8.8706
12219,7.1737,7.1479
12220,7.1737,7.1479
12221,7.1737,7.1479
12222,3.1549,3.1505
12223,4.0352,3.991
12224,8.8143,8.8746
12225,6.5758,6.6645
12226,6.5758,6.6645
12227,6.5758,6.6645
12228,4.3362,4.3067
12229,4.3362,4.3067
12230,8.1425,8.202
12231,7.2633,7.2986
12232,7.2633,7.2986
12233,7.2633,7.2986
12234,7.6137,7.6262
12235,7.6137,7.6262
12236,7.6137,7.6262
12237,6.6275,6.6679
12238,6.6275,6.6679
12239,6.6275,6.6679
12240,3.3667,3.2931
12241,3.3667,3.2931
12242,5.1887,5.5616
12243,8.945,8.9997
12244,8.945,8.9997
12245,8.945,8.9997
12246,5.806,5.8217
12247,5.806,5.8217
12248,5.806,5.8217
12249,3.3828,3.3245
12250,3.3828,3.3245
12251,6.2455,6.4666
12252,6.1982,6.1854
12253,6.1982,6.1854
12254,6.1982,6.1854
12255,3.5285,3.7071
12256,3.6821,3.7196
12257,7.1797,7.0731
12258,5.6338,5.6025
12259,4.0605,3.9836
12260,7.6959,7.9723
12261,6.3457,6.3314
12262,6.3457,6.3314
12263,6.3457,6.3314
12264,9.3512,9.4179
12265,3.2379,3.2541
12266,6.9333,7.0418
12267,6.9616,7.0002
12268,6.9616,7.0002
12269,6.9616,7.0002
12270,3.5831,3.4022
12271,3.5831,3.4022
12272,3.7909,4.4063
12273,3.3284,3.3445
12274,3.3284,3.3445
12275,6.4754,6.3246
12276,7.6728,7.736
12277,7.6728,7.736
12278,7.6728,7.736
12279,9.5303,9.8088
12280,9.5303,9.8088
12281,9.5303,9.8088
12282,7.1388,7.2923
12283,7.1388,7.2923
12284,7.1388,7.2923
12285,7.5709,7.6122
12286,7.5709,7.6122
12287,7.5709,7.6122
12288,7.0152,7.1185
12289,7.0152,7.1185
12290,7.0152,7.1185
12291,6.4842,6.7446
12292,16.0795,16.4005
12293,6.0107,5.9123
12294,7.0627,6.979
12295,7.0627,6.979
12296,7.0627,6.979
12297,7.3389,7.3681
12298,7.3389,7.3681
12299,7.3389,7.3681
12300,2.7902,2.6806
12301,5.7561,6.733
12302,5.9111,5.1175
12303,7.2321,7.3078
12304,7.2321,7.3078
12305,7.2321,7.3078
12306,8.9499,9.3871
12307,3.3012,3.2697
12308,6.4005,6.4662
12309,3.2445,3.2568
12310,4.6118,4.6672
12311,4.7648,4.7257
12312,4.7924,4.5211
12313,5.0227,4.969
12314,6.8746,7.2232
12315,6.7383,6.7472
12316,6.7383,6.7472
12317,6.7383,6.7472
12318,7.4819,7.6079
12319,7.4819,7.6079
12320,7.4819,7.6079
12321,5.5059,5.5105
12322,9.2601,9.0742
12323,2.7753,2.7803
12324,2.8205,2.7867
12325,2.8205,2.7867
12326,23.089,23.4285
12327,4.217,4.2603
12328,4.217,4.2603
12329,16.666,16.2285
12330,4.9543,5.028
12331,9.5447,9.3405
12332,2.5436,2.5419
12333,4.6403,4.6876
12334,4.6403,4.6876
12335,10.249,10.0781
12336,3.3454,3.3434
12337,4.1394,4.1914
12338,4.2717,4.2298
12339,3.8422,3.7863
12340,3.8422,3.7863
12341,7.088,7.2845
12342,8.498,8.5529
12343,8.498,8.5529
12344,8.498,8.5529
12345,7.0029,7.0654
12346,7.0029,7.0654
12347,7.0029,7.0654
12348,7.4939,7.499
12349,7.4939,7.499
12350,7.4939,7.499
12351,10.5177,10.7107
12352,10.5177,10.7107
12353,10.5177,10.7107
12354,6.4492,6.4322
12355,6.4492,6.4322
12356,6.4492,6.4322
12357,5.8155,5.7934
12358,5.8155,5.7934
12359,5.8155,5.7934
12360,7.6313,7.6992
12361,7.6313,7.6992
12362,7.6313,7.6992
12363,5.384,5.507
12364,5.384,5.507
12365,4.9722,4.6906
12366,3.3411,3.3122
12367,3.3411,3.3122
12368,5.7425,5.8506
12369,5.9967,6.2288
12370,9.7085,9.7549
12371,2.9964,2.9715
12372,3.6951,3.6938
12373,4.4947,4.544
12374,4.6521,4.6005
12375,4.1792,4.3856
12376,4.1792,4.3856
12377,8.2862,7.5962
12378,3.9574,4.0988
12379,3.9574,4.0988
12380,7.8511,7.3557
12381,2.6397,2.6316
12382,4.2099,4.2599
12383,8.0226,7.9015
12384,6.8547,6.7355
12385,6.8547,6.7355
12386,4.5621,5.0026
12387,6.0604,6.0321
12388,6.0604,6.0321
12389,6.0604,6.0321
12390,9.7493,9.7313
12391,9.7493,9.7313
12392,2.9866,3.0232
12393,2.886,2.8701
12394,4.4524,4.3608
12395,5.5703,5.6423
12396,6.4566,6.4436
12397,6.4566,6.4436
12398,6.4566,6.4436
12399,3.2594,3.2311
12400,3.2594,3.2311
12401,7.2557,7.4854
12402,4.4574,4.3108
12403,4.4574,4.3108
12404,6.1398,6.2288
12405,6.531,6.5393
12406,6.531,6.5393
12407,6.531,6.5393
12408,14.6308,14.8529
12409,3.3058,3.6373
12410,3.9625,3.6512
12411,6.6951,6.6836
12412,6.6951,6.6836
12413,6.6951,6.6836
12414,4.0095,3.902
12415,4.1073,3.9826
12416,6.3079,6.2984
12417,4.5546,4.5738
12418,4.5546,4.5738
12419,2.9496,3.0013
12420,6.8467,6.855
12421,6.8467,6.855
12422,6.8467,6.855
12423,6.2896,6.3291
12424,6.2896,6.3291
12425,6.2896,6.3291
12426,3.7889,3.8067
12427,3.7889,3.8067
12428,7.6473,7.4322
12429,6.9848,6.9656
12430,6.9848,6.9656
12431,6.9848,6.9656
12432,3.5987,3.534
12433,5.1261,5.0668
12434,6.921,7.2786
12435,6.2535,6.1981
12436,6.2535,6.1981
12437,6.2535,6.1981
12438,4.7358,5.0407
12439,4.5695,3.7363
12440,12.486,13.2298
12441,3.3212,3.3025
12442,3.3212,3.3025
12443,7.7566,7.8341
12444,6.8642,6.9483
12445,6.8642,6.9483
12446,6.8642,6.9483
12447,4.1368,4.1311
12448,4.1368,4.1311
12449,5.9099,5.9769
12450,4.7419,4.787
12451,4.7419,4.787
12452,7.7161,7.7099
12453,9.3529,9.0993
12454,2.9506,2.9141
12455,4.939,5.2241
12456,4.5894,4.6074
12457,4.5894,4.6074
12458,9.3572,9.3154
12459,8.6305,8.6671
12460,8.6305,8.6671
12461,8.6305,8.6671
12462,3.5014,3.4427
12463,4.2754,4.3409
12464,7.4742,7.6666
12465,5.152,5.1265
12466,5.152,5.1265
12467,18.6763,18.8927
12468,5.7426,5.3879
12469,5.7426,5.3879
12470,7.713,8.9097
12471,6.5852,6.5869
12472,6.5852,6.5869
12473,6.5852,6.5869
12474,5.4632,5.4812
12475,8.0232,8.0381
12476,2.7439,2.7405
12477,6.7252,6.7265
12478,6.7252,6.7265
12479,6.7252,6.7265
12480,7.11,7.1027
12481,7.11,7.1027
12482,7.11,7.1027
12483,6.5592,6.5705
12484,6.5592,6.5705
12485,6.5592,6.5705
12486,3.0672,3.2952
12487,3.0672,3.2952
12488,15.3878,14.0957
12489,2.7088,2.7071
12490,2.7088,2.7071
12491,7.4665,7.4535
12492,6.4425,6.4486
12493,6.4425,6.4486
12494,6.4425,6.4486
12495,8.3939,7.587
12496,4.0063,3.9933
12497,6.7539,7.5016
12498,4.5099,4.5619
12499,4.5099,4.5619
12500,10.4459,10.0156
12501,6.6336,6.6702
12502,6.6336,6.6702
12503,6.6336,6.6702
12504,5.3165,5.3073
12505,7.865,7.95
12506,2.8376,2.8777
12507,5.3244,4.938
12508,5.3244,4.938
12509,10.7383,10.0855
12510,2.4885,2.5061
12511,2.4885,2.5061
12512,7.2037,7.1999
12513,6.294,6.3492
12514,6.9626,6.9684
12515,3.2053,3.1476
12516,3.8649,3.8247
12517,3.8649,3.8247
12518,7.2941,7.5288
12519,3.3283,3.3084
12520,5.2637,5.3532
12521,8.8991,8.853
12522,2.7502,2.7763
12523,5.3973,5.352
12524,11.6703,11.8435
12525,4.2621,4.0588
12526,4.2621,4.0588
12527,21.6558,23.6032
12528,7.5889,7.5479
12529,7.5889,7.5479
12530,7.5889,7.5479
12531,4.6301,4.6014
12532,4.8658,4.8702
12533,7.1381,7.3742
12534,5.4526,5.8042
12535,5.9246,6.1262
12536,11.223,10.9218
12537,3.1979,3.2043
12538,3.1979,3.2043
12539,9.9707,10.0753
12540,3.8999,3.8902
12541,3.8999,3.8902
12542,7.9554,7.9628
12543,7.6637,7.6716
12544,7.6637,7.6716
12545,7.6637,7.6716
12546,6.3023,6.3485
12547,6.3023,6.3485
12548,6.3023,6.3485
12549,3.1261,3.1619
12550,3.1261,3.1619
12551,8.1566,7.9482
12552,11.3297,11.466
12553,3.7568,3.5676
12554,4.6628,4.8044
12555,6.8668,6.9095
12556,6.8668,6.9095
12557,6.8668,6.9095
12558,6.8264,6.8451
12559,6.8264,6.8451
12560,6.8264,6.8451
12561,4.3552,4.3538
12562,16.8485,16.9934
12563,11.5356,11.5339
12564,5.5572,5.5929
12565,5.5572,5.5929
12566,7.9122,8.1798
12567,8.0988,8.21
12568,8.0988,8.21
12569,8.0988,8.21
12570,7.0723,7.0781
12571,7.0723,7.0781
12572,7.0723,7.0781
12573,6.8748,6.9255
12574,6.8748,6.9255
12575,6.8748,6.9255
12576,3.7458,3.8672
12577,3.7458,3.8672
12578,6.7802,6.3336
12579,6.6544,6.6702
12580,6.6544,6.6702
12581,6.6544,6.6702
12582,3.9052,3.9299
12583,3.9052,3.9299
12584,7.6787,7.5479
12585,3.7103,3.7023
12586,5.3497,6.1097
12587,5.1302,4.96
12588,4.0438,3.9423
12589,13.4319,13.6805
12590,11.3415,11.342
12591,7.6073,7.9691
12592,4.226,4.1751
12593,6.6478,6.3239
12594,3.3116,3.3969
12595,3.4465,3.5126
12596,6.967,6.5761
12597,3.4605,3.4384
12598,3.4605,3.4384
12599,4.4431,4.6225
12600,6.5192,6.5521
12601,6.5192,6.5521
12602,6.5192,6.5521
12603,2.9291,2.9545
12604,6.314,6.0831
12605,11.3571,10.6469
12606,3.9002,3.997
12607,3.9002,3.997
12608,10.914,10.5013
12609,7.1459,7.2275
12610,7.1459,7.2275
12611,7.1459,7.2275
12612,6.2101,6.2132
12613,6.2101,6.2132
12614,6.2101,6.2132
12615,6.0719,6.0696
12616,9.6664,9.3775
12617,3.2348,3.2919
12618,4.7744,4.7526
12619,4.9027,4.8412
12620,4.9865,5.0012
12621,4.3196,4.0329
12622,4.3196,4.0329
12623,6.8573,7.4587
12624,6.0459,6.0205
12625,6.0459,6.0205
12626,6.0459,6.0205
12627,2.303,2.3869
12628,4.8926,5.8279
12629,13.1619,16.2469
12630,7.8012,7.8087
12631,7.8012,7.8087
12632,7.8012,7.8087
12633,7.6379,7.6701
12634,7.6379,7.6701
12635,7.6379,7.6701
12636,4.1084,4.0977
12637,4.1084,4.0977
12638,9.9363,9.7769
12639,5.1345,5.0764
12640,5.1345,5.0764
12641,3.3756,3.4079
12642,3.9494,3.8948
12643,3.9494,3.8948
12644,10.9495,11.9056
12645,3.3432,3.3013
12646,3.3432,3.3013
12647,8.5218,8.9606
12648,4.1266,4.1553
12649,4.1266,4.1553
12650,9.8878,10.0544
12651,4.0412,4.0135
12652,4.0412,4.0135
12653,7.7874,7.8174
12654,4.8065,5.8103
12655,6.9707,6.3044
12656,4.9855,4.2473
12657,10.616,11.9198
12658,3.9296,3.503
12659,5.3729,5.332
12660,7.1995,7.2214
12661,7.1995,7.2214
12662,7.1995,7.2214
12663,6.6232,6.6637
12664,6.6232,6.6637
12665,6.6232,6.6637
12666,3.8379,3.8335
12667,3.8379,3.8335
12668,8.7495,8.8038
12669,2.8731,2.8351
12670,4.0061,4.046
12671,5.1707,5.176
12672,3.6926,3.7092
12673,5.8781,6.184
12674,10.5295,10.5849
12675,4.6229,4.6256
12676,4.6229,4.6256
12677,10.0827,10.0577
12678,6.9402,6.9945
12679,6.9402,6.9945
12680,6.9402,6.9945
12681,6.3853,6.3787
12682,6.3853,6.3787
12683,6.3853,6.3787
12684,6.7492,6.8139
12685,6.7492,6.8139
12686,6.7492,6.8139
12687,8.7976,9.0167
12688,3.6317,3.5726
12689,5.9539,5.1251
12690,3.873,3.8553
12691,3.873,3.8553
12692,3.7398,3.7747
12693,4.7415,4.8961
12694,5.0946,5.2032
12695,7.6111,7.41
12696,3.2659,3.0781
12697,3.2659,3.0781
12698,6.4594,7.0556
12699,4.0112,4.0244
12700,15.1301,15.5128
12701,10.8379,10.7871
12702,3.3393,3.6415
12703,4.1246,3.9129
12704,4.2405,4.0575
12705,4.3718,4.4287
12706,4.3718,4.4287
12707,10.0939,9.901
12708,3.9592,3.9286
12709,3.9592,3.9286
12710,7.9703,8.0299
12711,5.8484,5.8698
12712,5.8484,5.8698
12713,5.8484,5.8698
12714,3.9274,3.9067
12715,3.9274,3.9067
12716,8.1188,8.2382
12717,3.3415,2.99
12718,3.4416,3.7209
12719,5.5452,5.5779
12720,3.9414,3.6937
12721,3.9414,3.6937
12722,5.9868,7.276
12723,6.1965,6.1365
12724,6.1965,6.1365
12725,6.1965,6.1365
12726,3.8263,3.8043
12727,3.8263,3.8043
12728,7.4944,7.5437
12729,6.3029,6.3568
12730,6.3029,6.3568
12731,6.3029,6.3568
12732,7.7824,7.66
12733,7.7824,7.66
12734,3.9237,4.0477
12735,6.9811,6.9448
12736,6.9811,6.9448
12737,6.9811,6.9448
12738,5.6907,5.5582
12739,7.2098,7.347
12740,3.1089,3.1011
12741,6.243,6.2843
12742,6.243,6.2843
12743,6.243,6.2843
12744,2.7533,2.7604
12745,2.7533,2.7604
12746,27.4088,27.3316
12747,3.4285,3.5238
12748,3.7691,3.8911
12749,5.1733,5.1526
12750,6.2901,6.3459
12751,6.2901,6.3459
12752,6.2901,6.3459
12753,3.3062,3.3125
12754,3.3062,3.3125
12755,9.9529,9.9513
12756,4.9106,5.0005
12757,6.7017,6.6753
12758,3.3604,3.347
12759,4.3525,4.2996
12760,4.3525,4.2996
12761,22.5324,23.5822
12762,6.196,6.2004
12763,6.196,6.2004
12764,6.196,6.2004
12765,3.038,3.067
12766,3.038,3.067
12767,5.6233,5.5446
12768,3.2644,3.2458
12769,3.2644,3.2458
12770,12.6778,12.9479
12771,4.3335,4.392
12772,4.3335,4.392
12773,9.7428,9.4922
12774,3.893,3.9053
12775,3.893,3.9053
12776,5.5074,5.5812
12777,3.3802,3.4917
12778,3.3802,3.4917
12779,23.42,22.7992
12780,3.0133,3.0015
12781,4.7221,4.7386
12782,5.5966,5.6857
12783,5.9829,6.0156
12784,5.9829,6.0156
12785,11.228,10.649
12786,2.8023,2.764
12787,4.0343,4.0165
12788,5.1544,5.2656
12789,5.4667,5.3842
12790,5.4667,5.3842
12791,5.4667,5.3842
12792,4.2094,4.3183
12793,4.2094,4.3183
12794,3.9875,3.8901
12795,3.8291,3.8321
12796,3.8291,3.8321
12797,9.4253,9.3807
12798,3.116,2.9271
12799,3.116,2.9271
12800,6.2451,7.1875
12801,8.9445,9.2649
12802,8.9445,9.2649
12803,8.9445,9.2649
12804,4.2048,4.2041
12805,4.2048,4.2041
12806,8.7249,8.7685
12807,3.2265,3.2446
12808,3.2265,3.2446
12809,8.2789,7.8187
12810,8.0428,8.0023
12811,8.0428,8.0023
12812,8.0428,8.0023
12813,5.0877,4.9565
12814,5.3642,5.1899
12815,7.3415,7.7487
12816,4.9619,4.8506
12817,4.9619,4.8506
12818,3.5318,3.4803
12819,6.9126,6.9085
12820,6.9126,6.9085
12821,6.9126,6.9085
12822,9.4957,9.5164
12823,9.4957,9.5164
12824,4.4189,4.3644
12825,6.8999,6.8534
12826,6.8999,6.8534
12827,6.8999,6.8534
12828,3.8748,3.9682
12829,4.9973,5.0132
12830,8.4121,8.1697
12831,2.9966,2.8167
12832,3.5322,3.8957
12833,8.177,7.8839
12834,6.256,6.2415
12835,6.256,6.2415
12836,6.256,6.2415
12837,11.3424,10.6719
12838,2.9282,3.128
12839,5.4422,5.3678
12840,6.5457,6.5652
12841,6.5457,6.5652
12842,6.5457,6.5652
12843,3.3706,3.3034
12844,4.4814,4.5023
12845,6.0992,6.231
12846,3.0775,3.1114
12847,3.0775,3.1114
12848,6.6319,6.6718
12849,4.3234,4.3222
12850,15.1322,15.2524
12851,11.019,11.0178
12852,5.8241,5.7656
12853,5.8241,5.7656
12854,5.8241,5.7656
12855,3.8597,3.88
12856,3.8597,3.88
12857,7.7509,7.6911
12858,3.7506,3.8122
12859,4.924,4.9271
12860,5.1266,5.0318
12861,3.0715,2.9749
12862,3.0715,2.9749
12863,15.4772,16.3002
12864,7.0963,7.1587
12865,7.0963,7.1587
12866,7.0963,7.1587
12867,3.6834,3.7384
12868,3.6834,3.7384
12869,7.6276,7.5998
12870,5.7949,5.7322
12871,9.7053,9.6597
12872,3.3734,3.4248
12873,3.3054,3.2972
12874,3.292,3.5436
12875,8.9315,8.2017
12876,7.7026,7.7538
12877,7.7026,7.7538
12878,7.7026,7.7538
12879,10.8199,10.7808
12880,3.1776,3.1562
12881,5.3643,5.3769
12882,5.773,5.9206
12883,5.773,5.9206
12884,28.3245,28.1451
12885,6.0162,5.9894
12886,6.0162,5.9894
12887,6.0162,5.9894
12888,8.6956,8.7934
12889,4.4949,4.5016
12890,10.7519,10.8578
12891,3.6902,3.7743
12892,4.9427,4.7161
12893,10.605,11.479
12894,3.3223,3.4525
12895,3.4493,3.5585
12896,8.4118,8.0698
12897,7.0889,7.0187
12898,7.0889,7.0187
12899,4.5509,4.6658
12900,6.4789,6.5204
12901,6.5116,6.6247
12902,12.4604,12.1156
12903,3.1604,3.1644
12904,4.3347,4.3078
12905,12.6616,12.6979
12906,4.3218,4.3102
12907,4.3218,4.3102
12908,6.1169,6.1551
12909,3.1559,3.1038
12910,3.1559,3.1038
12911,26.0235,26.6123
12912,8.3443,8.3379
12913,8.3443,8.3379
12914,8.3443,8.3379
12915,7.1222,7.1655
12916,7.1222,7.1655
12917,7.1222,7.1655
12918,5.6806,5.6655
12919,5.6806,5.6655
12920,5.6806,5.6655
12921,4.5028,4.6688
12922,6.3423,6.5464
12923,4.8538,4.7458
12924,5.5872,4.9834
12925,6.1448,5.7031
12926,5.4048,6.0965
12927,10.5744,11.3336
12928,10.5744,11.3336
12929,10.5744,11.3336
12930,3.4797,3.5427
12931,3.4797,3.5427
12932,32.4537,25.8628
12933,4.4868,4.4985
12934,4.4868,4.4985
12935,8.9768,8.9996
12936,7.3938,7.3906
12937,7.3938,7.3906
12938,7.3938,7.3906
12939,3.3344,3.2764
12940,4.5561,4.3859
12941,5.8821,6.153
12942,4.9608,5.0165
12943,4.9608,5.0165
12944,3.8696,4.1255
12945,4.8046,4.6088
12946,4.8046,4.6088
12947,4.8046,4.6088
12948,7.2702,7.2933
12949,7.2702,7.2933
12950,7.2702,7.2933
12951,3.5956,3.3598
12952,3.6489,4.2801
12953,12.3405,11.0078
12954,8.2707,7.7385
12955,2.9886,3.0352
12956,6.5533,6.7344
12957,4.043,4.0692
12958,4.043,4.0692
12959,7.7967,7.7631
12960,7.4107,7.5357
12961,7.4107,7.5357
12962,7.4107,7.5357
12963,5.4467,5.515
12964,5.4467,5.515
12965,9.3345,9.1573
12966,3.2655,2.9181
12967,3.2655,2.9181
12968,7.9483,9.2714
12969,2.8109,2.7941
12970,4.6149,4.6427
12971,9.6174,9.5041
12972,3.2263,3.2394
12973,4.5733,4.6405
12974,9.6886,9.5133
12975,3.3297,3.4356
12976,4.0172,4.1537
12977,6.2068,5.9457
12978,4.4202,4.6578
12979,3.5719,3.5085
12980,12.0464,11.3705
12981,3.2789,3.2333
12982,3.2789,3.2333
12983,7.8925,8.2041
12984,4.4793,4.377
12985,3.6898,3.7701
12986,10.6732,10.6045
12987,6.4621,6.4979
12988,6.4621,6.4979
12989,6.4621,6.4979
12990,6.1588,6.1802
12991,6.1588,6.1802
12992,6.1588,6.1802
12993,3.0578,3.0099
12994,4.2293,4.1722
12995,12.295,12.3247
12996,6.7675,6.7789
12997,6.7675,6.7789
12998,6.7675,6.7789
12999,9.3506,8.4966
13000,9.3506,8.4966
13001,5.3051,4.6333
13002,3.4379,3.4612
13003,3.4379,3.4612
13004,6.7377,6.7028
13005,4.1797,4.2333
13006,10.0472,10.2044
13007,8.1967,7.8073
13008,9.249,8.8845
13009,12.1871,12.2417
13010,5.0279,5.2515
13011,7.5304,7.5976
13012,7.5304,7.5976
13013,7.5304,7.5976
13014,8.9086,8.9355
13015,8.9086,8.9355
13016,8.9086,8.9355
13017,4.3367,3.7952
13018,4.6809,5.1241
13019,9.7845,10.4391
13020,6.9602,6.9544
13021,6.9602,6.9544
13022,6.9602,6.9544
13023,5.3806,5.5023
13024,9.4753,9.4942
13025,3.0106,2.9775
13026,3.2984,3.3961
13027,3.9085,3.9428
13028,10.3073,10.0834
13029,3.5503,3.3629
13030,3.5503,3.3629
13031,24.1647,24.1411
13032,6.7596,6.807
13033,6.7596,6.807
13034,6.7596,6.807
13035,3.7913,3.7842
13036,3.7913,3.7842
13037,9.5739,9.5767
13038,14.0069,13.6806
13039,14.0069,13.6806
13040,4.2956,4.2871
13041,3.9926,4.0064
13042,3.9926,4.0064
13043,10.8018,10.9618
13044,6.7376,6.2168
13045,6.7376,6.2168
13046,8.1738,9.6746
13047,4.8055,4.722
13048,4.8055,4.722
13049,3.2063,3.2996
13050,6.9711,6.9892
13051,6.9711,6.9892
13052,6.9711,6.9892
13053,2.8643,2.9172
13054,4.9812,4.9019
13055,6.9738,6.8433
13056,5.6752,5.6399
13057,5.6752,5.6399
13058,5.6752,5.6399
13059,8.1109,8.1677
13060,8.1109,8.1677
13061,8.1109,8.1677
13062,2.6456,2.8065
13063,2.6456,2.8065
13064,6.8701,6.1163
13065,3.6876,3.7154
13066,13.4381,13.2314
13067,9.6425,9.4252
13068,3.1518,3.1531
13069,4.5685,4.5847
13070,8.8007,8.7755
13071,4.3402,4.0945
13072,4.3402,4.0945
13073,6.88,7.7287
13074,6.4691,6.4511
13075,6.4691,6.4511
13076,6.4691,6.4511
13077,3.8964,3.9281
13078,13.2714,13.3878
13079,9.0829,9.2172
13080,8.4753,8.5261
